County,District,School,Assistance Status
Santa Clara,Santa Clara County Office of Education,University Preparatory Academy Charter,General Assistance
Santa Clara,Santa Clara County Office of Education,ACE Empower Academy,General Assistance
Santa Clara,Santa Clara County Office of Education,Rocketship Si Se Puede Academy,General Assistance
Santa Clara,Santa Clara County Office of Education,Rocketship Los Suenos Academy,General Assistance
Santa Clara,Santa Clara County Office of Education,Downtown College Prep - Alum Rock,General Assistance
Santa Clara,Santa Clara County Office of Education,Rocketship Discovery Prep,General Assistance
Santa Clara,Santa Clara County Office of Education,Summit Public School: Tahoma,General Assistance
Santa Clara,Santa Clara County Office of Education,Sunrise Middle,General Assistance
Santa Clara,Santa Clara County Office of Education,Rocketship Academy Brilliant Minds,General Assistance
Santa Clara,Santa Clara County Office of Education,Rocketship Alma Academy,General Assistance
Santa Clara,Santa Clara County Office of Education,Discovery Charter II,General Assistance
Santa Clara,Santa Clara County Office of Education,Summit Public School: Denali,General Assistance
Santa Clara,Santa Clara County Office of Education,Alpha: Jose Hernandez,General Assistance
Santa Clara,Santa Clara County Office of Education,Rocketship Fuerza Community Prep,General Assistance
Santa Clara,Santa Clara County Office of Education,Voices College-Bound Language Academy at Morgan Hill,General Assistance
Santa Clara,Santa Clara County Office of Education,Voices College-Bound Language Academy at Mt. Pleasant,General Assistance
Santa Clara,Santa Clara County Office of Education,Rocketship Rising Stars,General Assistance
Santa Clara,Santa Clara County Office of Education,Opportunity Youth Academy,CSI Grad
Santa Clara,Santa Clara County Office of Education,Santa Clara County Court,CSI Grad
Santa Clara,Santa Clara County Office of Education,Santa Clara County Community,General Assistance
Santa Clara,Santa Clara County Office of Education,Santa Clara County Special Education,CSI Grad
Santa Clara,Santa Clara Unified,Don Callejon,General Assistance
Santa Clara,Santa Clara Unified,Santa Clara Community Day,General Assistance
Santa Clara,Santa Clara Unified,Wilson Alternative,CSI Grad
Santa Clara,Santa Clara Unified,Juan Cabrillo Middle,ATSI
Santa Clara,Santa Clara Unified,Buchser Middle,ATSI
Santa Clara,Santa Clara Unified,Marian A. Peterson Middle,General Assistance
Los Angeles,Santa Monica-Malibu Unified,John Adams Middle,General Assistance
Los Angeles,Santa Monica-Malibu Unified,Lincoln Middle,General Assistance
Los Angeles,Santa Monica-Malibu Unified,Santa Monica Alternative (K-8),General Assistance
Santa Clara,Saratoga Union Elementary,Redwood Middle,General Assistance
Los Angeles,Saugus Union,West Creek Academy,General Assistance
Los Angeles,Saugus Union,Emblem Academy,General Assistance
Marin,Sausalito Marin City,Bayside Martin Luther King Jr. Academy,General Assistance
Marin,Sausalito Marin City,Willow Creek Academy Charter,ATSI
Los Angeles,SBE - Academia Avance Charter,Academia Avance Charter,General Assistance
Los Angeles,SBE - Celerity Himalia,ISANA Himalia Academy,General Assistance
Santa Clara,SBE - KIPP Navigate College Prep,KIPP Navigate College Prep,General Assistance
Los Angeles,SBE - Los Angeles College Prep Academy,Los Angeles College Prep Academy,General Assistance
Orange,SBE - Magnolia Science Academy Santa Ana,Magnolia Science Academy Santa Ana,General Assistance
Los Angeles,SBE - New West Charter,New West Charter,General Assistance
San Francisco,SBE - OnePurpose,OnePurpose,CSI Low Perform
Contra Costa,SBE - Rocketship Futuro Academy,Rocketship Futuro Academy,General Assistance
Marin,SBE - Ross Valley Elementary,Ross Valley Charter,General Assistance
San Francisco,SBE - The New School of San Francisco,The New School of San Francisco,General Assistance
Los Angeles,SBE - The School of Arts and Enterprise,School of Arts and Enterprise,General Assistance
San Mateo,Sequoia Union High,East Palo Alto Academy,General Assistance
Solano,Solano County Office of Education,Solano County Juvenile Detention Facility - Evergreen Academy,General Assistance
Solano,Solano County Office of Education,Solano County Special Education,General Assistance
Solano,Solano County Office of Education,Solano County Community,General Assistance
Los Angeles,South Pasadena Unified,South Pasadena Middle,General Assistance
San Mateo,South San Francisco Unified,Community Day,General Assistance
San Mateo,South San Francisco Unified,Alta Loma Middle,General Assistance
San Mateo,South San Francisco Unified,Parkway Heights Middle,ATSI
San Mateo,South San Francisco Unified,Westborough Middle,ATSI
Los Angeles,South Whittier Elementary,Richard L. Graves Middle,General Assistance
Los Angeles,South Whittier Elementary,Monte Vista Middle,General Assistance
Los Angeles,Sulphur Springs Union,Golden Oak Community,General Assistance
Los Angeles,Sulphur Springs Union,Fair Oaks Ranch Community,General Assistance
Santa Clara,Sunnyvale,Columbia Middle,General Assistance
Santa Clara,Sunnyvale,Sunnyvale Middle,General Assistance
Los Angeles,Temple City Unified,Dr. Doug Sears Learning Center,General Assistance
Los Angeles,Temple City Unified,Temple City Alternative,General Assistance
Los Angeles,Temple City Unified,Oak Avenue Intermediate,General Assistance
Los Angeles,Torrance Unified,Gene Drevno Community Day,General Assistance
Los Angeles,Torrance Unified,Calle Mayor Middle,General Assistance
Los Angeles,Torrance Unified,Casimir Middle,General Assistance
Los Angeles,Torrance Unified,Bert M. Lynn Middle,General Assistance
Los Angeles,Torrance Unified,Jefferson Middle,General Assistance
Los Angeles,Torrance Unified,Madrona Middle,General Assistance
Los Angeles,Torrance Unified,Philip Magruder Middle,General Assistance
Los Angeles,Torrance Unified,Edward J. Richardson Middle,General Assistance
Los Angeles,Torrance Unified,J. H. Hull Middle,General Assistance
Solano,Travis Unified,Travis Education Center,General Assistance
Solano,Travis Unified,Travis Community Day,General Assistance
Solano,Travis Unified,Travis Independent Study,General Assistance
Solano,Travis Unified,Golden West Middle,General Assistance
Orange,Tustin Unified,Orchard Hills,General Assistance
Orange,Tustin Unified,Tustin Connect,General Assistance
Orange,Tustin Unified,C. E. Utt Middle,General Assistance
Orange,Tustin Unified,Columbus Tustin Middle,General Assistance
Orange,Tustin Unified,Hewes Middle,General Assistance
Orange,Tustin Unified,A. G. Currie Middle,ATSI
Orange,Tustin Unified,Pioneer Middle,General Assistance
Santa Clara,Union Elementary,Dartmouth Middle,General Assistance
Santa Clara,Union Elementary,Union Middle,General Assistance
Solano,Vacaville Unified,Kairos Public School Vacaville Academy,General Assistance
Solano,Vacaville Unified,Sierra Vista K-8,General Assistance
Solano,Vacaville Unified,Ernest Kimme Charter Academy for Independent Learning,General Assistance
Solano,Vacaville Unified,Willis Jepson Middle,ATSI
Solano,Vacaville Unified,Vaca Pena Middle,General Assistance
Los Angeles,Valle Lindo Elementary,New Temple,General Assistance
Los Angeles,Valle Lindo Elementary,Dean L. Shively,General Assistance
Solano,Vallejo City Unified,Farragut Academy,General Assistance
Solano,Vallejo City Unified,Vallejo Charter,General Assistance
Solano,Vallejo City Unified,Caliber: ChangeMakers Academy,General Assistance
Solano,Vallejo City Unified,MIT Griffin Academy Middle,General Assistance
Solano,Vallejo City Unified,MIT Academy,General Assistance
Solano,Vallejo City Unified,Cave Language Academy,General Assistance
Solano,Vallejo City Unified,Mare Island Health and Fitness Academy,General Assistance
Solano,Vallejo City Unified,Loma Vista Environmental Science Academy,ATSI
Solano,Vallejo City Unified,Solano Middle,CSI Low Perform
Solano,Vallejo City Unified,Hogan Middle,ATSI
Solano,Vallejo City Unified,Franklin Middle,ATSI
Solano,Vallejo City Unified,Mare Island Technology Academy,General Assistance
Contra Costa,Walnut Creek Elementary,Tice Creek,General Assistance
Contra Costa,Walnut Creek Elementary,Walnut Creek Intermediate,General Assistance
Los Angeles,Walnut Valley Unified,Ron Hockwalt Academies (Continuation),General Assistance
Los Angeles,Walnut Valley Unified,Suzanne Middle,General Assistance
Los Angeles,Walnut Valley Unified,Chaparral Middle,General Assistance
Los Angeles,Walnut Valley Unified,South Pointe Middle,General Assistance
Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,General Assistance
Contra Costa,West Contra Costa Unified,Richmond College Preparatory,General Assistance
Contra Costa,West Contra Costa Unified,Richmond Charter Academy,General Assistance
Contra Costa,West Contra Costa Unified,Aspire Richmond Ca. College Preparatory Academy,General Assistance
Contra Costa,West Contra Costa Unified,Aspire Richmond Technology Academy,General Assistance
Contra Costa,West Contra Costa Unified,Summit Public School: Tamalpais,CSI Low Perform
Contra Costa,West Contra Costa Unified,West County Mandarin,General Assistance
Contra Costa,West Contra Costa Unified,Voices College-Bound Language Academy at West Contra Costa County,General Assistance
Contra Costa,West Contra Costa Unified,Greenwood Academy,CSI Grad
Contra Costa,West Contra Costa Unified,Helms Middle,CSI Low Perform
Contra Costa,West Contra Costa Unified,Pinole Middle,ATSI
Contra Costa,West Contra Costa Unified,Fred T. Korematsu Middle,ATSI
Contra Costa,West Contra Costa Unified,Manzanita Middle,General Assistance
Contra Costa,West Contra Costa Unified,Hercules Middle,General Assistance
Contra Costa,West Contra Costa Unified,Lovonya DeJean Middle,CSI Low Perform
Los Angeles,West Covina Unified,California Virtual Academy @ Los Angeles,CSI Grad
Los Angeles,West Covina Unified,Walnut Grove Intermediate,General Assistance
Los Angeles,West Covina Unified,Mt. SAC Early College Academy at West Covina,General Assistance
Los Angeles,West Covina Unified,Hollencrest Middle,General Assistance
Los Angeles,West Covina Unified,San Jose Charter Academy,General Assistance
Los Angeles,West Covina Unified,Edgewood Middle,General Assistance
Orange,Westminster,Helen Stacey Middle,General Assistance
Orange,Westminster,Johnson Middle,General Assistance
Orange,Westminster,Warner Middle,General Assistance
Los Angeles,Westside Union Elementary,Anaverde Hills,General Assistance
Los Angeles,Westside Union Elementary,Gregg Anderson Academy,General Assistance
Los Angeles,Westside Union Elementary,Joe Walker Middle,ATSI
Los Angeles,Westside Union Elementary,Hillview Middle,General Assistance
Los Angeles,Whittier City Elementary,Katherine Edwards Middle,General Assistance
Los Angeles,Whittier City Elementary,Walter F. Dexter Middle,General Assistance
Los Angeles,William S. Hart Union High,Sequoia School,General Assistance
Los Angeles,William S. Hart Union High,Mission View Public,General Assistance
Los Angeles,William S. Hart Union High,Santa Clarita Valley International,General Assistance
Los Angeles,William S. Hart Union High,Opportunities for Learning - Santa Clarita,CSI Grad
Los Angeles,William S. Hart Union High,Academy of the Canyons,General Assistance
Los Angeles,Wilsona Elementary,Challenger Middle,ATSI
Los Angeles,Wilsona Elementary,Wilsona Achievement Academy,General Assistance
Los Angeles,Wiseburn Unified,Da Vinci Science,General Assistance
Los Angeles,Wiseburn Unified,Da Vinci Design,General Assistance
Los Angeles,Wiseburn Unified,Da Vinci Connect,General Assistance
Los Angeles,Wiseburn Unified,Da Vinci Communications,General Assistance
Los Angeles,Wiseburn Unified,Success Learning Center,General Assistance
Los Angeles,Wiseburn Unified,Richard Henry Dana Middle,General Assistance
